bus_id,voltage,dc,symbol,under_construction,x,y,country,geometry
1336,220.0,f,Substation,f,-3.8025,39.6805,ES,POINT (-3.8025 39.6805)
1337,220.0,f,Substation,f,-6.0614,41.7774,ES,POINT (-6.0614 41.7774)
1338,220.0,f,Substation,f,-3.5504,42.682,ES,POINT (-3.5504 42.682)
1339,220.0,f,Substation,f,-8.3401,42.6943,ES,POINT (-8.3401 42.6943)
1340,220.0,f,Substation,f,-8.3167,42.342,ES,POINT (-8.3167 42.342)
1341,220.0,f,Substation,f,-8.3121,42.1243,ES,POINT (-8.3121 42.1243)
1342,220.0,f,Substation,f,-6.4644,38.9581,ES,POINT (-6.4644 38.9581)
1343,220.0,f,Substation,f,-6.9788,38.8373,ES,POINT (-6.9788 38.8373)
1344,220.0,f,Substation,f,-5.9137,36.4894,ES,POINT (-5.9137 36.4894)
1345,220.0,f,Substation,f,-3.0658,37.2225,ES,POINT (-3.0658 37.2225)
1346,220.0,f,Substation,f,-3.491,39.244,ES,POINT (-3.491 39.244)
1347,220.0,f,Substation,f,2.9459,42.2287,ES,POINT (2.9459 42.2287)
1348,400.0,f,Substation,f,2.9469,42.2297,ES,POINT (2.9469 42.2297)
1349,220.0,f,Substation,f,-2.6261,40.7018,ES,POINT (-2.6261 40.7018)
1350,400.0,f,Substation,f,-2.6251,40.7028,ES,POINT (-2.6251 40.7028)
1351,400.0,f,Substation,f,-3.075,40.034,ES,POINT (-3.075 40.034)
1352,220.0,f,Substation,f,-1.0163,41.6202,ES,POINT (-1.0163 41.6202)
1354,400.0,f,Substation,f,-3.114,39.9814,ES,POINT (-3.114 39.9814)
1355,220.0,f,Substation,f,-0.2884,39.0574,ES,POINT (-0.2884 39.0574)
1356,220.0,f,Substation,f,1.2258,41.1968,ES,POINT (1.2258 41.1968)
1357,400.0,f,Substation,f,-0.9235,39.2543,ES,POINT (-0.9235 39.2543)
1358,220.0,f,Substation,f,-3.4781,40.5532,ES,POINT (-3.4781 40.5532)
1359,400.0,f,Substation,f,-4.3424,40.8785,ES,POINT (-4.3424 40.8785)
1360,220.0,f,Substation,f,-4.0751,43.3541,ES,POINT (-4.0751 43.3541)
1361,220.0,f,Substation,f,-0.205,38.9919,ES,POINT (-0.205 38.9919)
1362,220.0,f,Substation,f,-3.6364,42.7327,ES,POINT (-3.6364 42.7327)
1363,220.0,f,Substation,f,-2.3123,37.071,ES,POINT (-2.3123 37.071)
1364,400.0,f,Substation,f,-2.3113,37.072,ES,POINT (-2.3113 37.072)
1365,220.0,f,Substation,f,-3.3139,40.5407,ES,POINT (-3.3139 40.5407)
1366,220.0,f,Substation,f,-6.3431,42.4968,ES,POINT (-6.3431 42.4968)
1367,220.0,f,Substation,f,-2.7857,37.1708,ES,POINT (-2.7857 37.1708)
1368,220.0,f,Substation,f,-2.7018,37.144,ES,POINT (-2.7018 37.144)
1369,220.0,f,Substation,f,-4.198,42.0119,ES,POINT (-4.198 42.0119)
1370,220.0,f,Substation,f,0.2117,42.313,ES,POINT (0.2117 42.313)
1371,220.0,f,Substation,f,-0.9697,40.792,ES,POINT (-0.9697 40.792)
1372,220.0,f,Substation,f,1.3825,42.3225,ES,POINT (1.3825 42.3225)
1373,220.0,f,Substation,f,-2.4035,42.9032,ES,POINT (-2.4035 42.9032)
1374,220.0,f,Substation,f,-0.847,42.0925,ES,POINT (-0.847 42.0925)
1375,220.0,f,Substation,f,-0.6518,41.9883,ES,POINT (-0.6518 41.9883)
1376,220.0,f,Substation,f,1.6578,41.2111,ES,POINT (1.6578 41.2111)
1377,400.0,f,Substation,f,-3.4677,43.3203,ES,POINT (-3.4677 43.3203)
1378,220.0,f,Substation,f,-7.2076,37.3071,ES,POINT (-7.2076 37.3071)
1379,220.0,f,Substation,f,-0.5719,42.2157,ES,POINT (-0.5719 42.2157)
1380,220.0,f,Substation,f,-0.583,41.9341,ES,POINT (-0.583 41.9341)
1381,220.0,f,Substation,f,-7.0891,42.3911,ES,POINT (-7.0891 42.3911)
1382,220.0,f,Substation,f,-4.9738,37.0435,ES,POINT (-4.9738 37.0435)
1383,220.0,f,Substation,f,-0.7527,38.3753,ES,POINT (-0.7527 38.3753)
1385,400.0,f,Substation,f,-4.4142,37.1186,ES,POINT (-4.4142 37.1186)
1386,220.0,f,Substation,f,-5.0576,36.949,ES,POINT (-5.0576 36.949)
1387,400.0,f,Substation,f,-1.2819,38.8785,ES,POINT (-1.2819 38.8785)
1388,220.0,f,Substation,f,-4.9358,37.0852,ES,POINT (-4.9358 37.0852)
1389,220.0,f,Substation,f,-2.3734,41.9889,ES,POINT (-2.3734 41.9889)
1390,220.0,f,Substation,f,-0.7607,40.7641,ES,POINT (-0.7607 40.7641)
1391,220.0,f,Substation,f,-4.2505,38.6515,ES,POINT (-4.2505 38.6515)
1392,400.0,f,Substation,f,-4.2495,38.6525,ES,POINT (-4.2495 38.6525)
1393,220.0,f,Substation,f,-0.9585,37.7973,ES,POINT (-0.9585 37.7973)
1394,220.0,f,Substation,f,-5.3859,39.2274,ES,POINT (-5.3859 39.2274)
1395,400.0,f,Substation,f,-5.3849,39.2284,ES,POINT (-5.3849 39.2284)
1396,400.0,f,Substation,f,-7.4154,43.1287,ES,POINT (-7.4154 43.1287)
1397,220.0,f,Substation,f,-0.8407,41.0329,ES,POINT (-0.8407 41.0329)
1398,400.0,f,Substation,f,-0.8397,41.0339,ES,POINT (-0.8397 41.0339)
1399,220.0,f,Substation,f,-3.5748,37.1963,ES,POINT (-3.5748 37.1963)
1400,220.0,f,Substation,f,-6.5292,38.8025,ES,POINT (-6.5292 38.8025)
1401,400.0,f,Substation,f,-6.5282,38.8035,ES,POINT (-6.5282 38.8035)
1402,400.0,f,Substation,f,-1.3334,38.522,ES,POINT (-1.3334 38.522)
1403,220.0,f,Substation,f,-0.3831,41.0245,ES,POINT (-0.3831 41.0245)
1404,400.0,f,Substation,f,-0.3821,41.0255,ES,POINT (-0.3821 41.0255)
1405,220.0,f,Substation,f,-6.5432,42.0482,ES,POINT (-6.5432 42.0482)
1406,400.0,f,Substation,f,-6.5422,42.0492,ES,POINT (-6.5422 42.0492)
1407,220.0,f,Substation,f,-0.8999,37.9631,ES,POINT (-0.8999 37.9631)
1408,400.0,f,Substation,f,-0.8989,37.9641,ES,POINT (-0.8989 37.9641)
1409,220.0,f,Substation,f,-2.9205,36.8344,ES,POINT (-2.9205 36.8344)
1410,400.0,f,Substation,f,-1.3963,37.9796,ES,POINT (-1.3963 37.9796)
1411,400.0,f,Substation,f,-1.716,37.4361,ES,POINT (-1.716 37.4361)
1412,220.0,f,Substation,f,-1.0289,41.2399,ES,POINT (-1.0289 41.2399)
1413,220.0,f,Substation,f,-3.8849,37.2404,ES,POINT (-3.8849 37.2404)
1414,400.0,f,Substation,f,-6.2235,38.4223,ES,POINT (-6.2235 38.4223)
1415,220.0,f,Substation,f,-5.482,41.062,ES,POINT (-5.482 41.062)
1416,220.0,f,Substation,f,-7.7169,42.455,ES,POINT (-7.7169 42.455)
1417,220.0,f,Substation,f,-2.015,42.0284,ES,POINT (-2.015 42.0284)
1418,400.0,f,Substation,f,-0.858,38.5607,ES,POINT (-0.858 38.5607)
1419,220.0,f,Substation,f,-0.7087,37.9686,ES,POINT (-0.7087 37.9686)
1420,220.0,f,Substation,f,-5.0471,37.8236,ES,POINT (-5.0471 37.8236)
1422,220.0,f,Substation,f,-0.7293,41.0861,ES,POINT (-0.7293 41.0861)
1423,220.0,f,Substation,f,-1.0023,41.1118,ES,POINT (-1.0023 41.1118)
1424,220.0,f,Substation,f,-0.9028,41.1049,ES,POINT (-0.9028 41.1049)
1425,220.0,f,Substation,f,-1.0086,40.98,ES,POINT (-1.0086 40.98)
1426,220.0,f,Substation,f,1.7079,41.3642,ES,POINT (1.7079 41.3642)
1427,220.0,f,Substation,f,-6.4938,37.1443,ES,POINT (-6.4938 37.1443)
1428,400.0,f,Substation,f,-6.5653,40.6356,ES,POINT (-6.5653 40.6356)
1429,400.0,f,Substation,f,-6.3598,39.8113,ES,POINT (-6.3598 39.8113)
1430,220.0,f,Substation,f,-5.0203,41.6046,ES,POINT (-5.0203 41.6046)
1431,220.0,f,Substation,f,-0.893,41.2904,ES,POINT (-0.893 41.2904)
1432,200.0,f,Substation,f,-0.9331,41.1863,ES,POINT (-0.9331 41.1863)
1433,220.0,f,Substation,f,-0.9321,41.1873,ES,POINT (-0.9321 41.1873)
1434,220.0,f,Substation,f,-0.9295,42.0281,ES,POINT (-0.9295 42.0281)
1435,400.0,f,Substation,f,-5.667,39.5644,ES,POINT (-5.667 39.5644)
1436,220.0,f,Substation,f,-5.3041,39.2423,ES,POINT (-5.3041 39.2423)
1437,400.0,f,Substation,f,-2.7478,37.559,ES,POINT (-2.7478 37.559)
1438,220.0,f,Substation,f,-5.9446,40.8939,ES,POINT (-5.9446 40.8939)
1441,220.0,f,Substation,f,-3.5861,43.3389,ES,POINT (-3.5861 43.3389)
1442,400.0,f,Substation,f,-3.5851,43.3399,ES,POINT (-3.5851 43.3399)
1443,220.0,f,Substation,f,-3.5237,43.3926,ES,POINT (-3.5237 43.3926)
1444,400.0,f,Substation,f,-3.5227,43.3936,ES,POINT (-3.5227 43.3936)
1445,400.0,f,Substation,f,-4.212,40.8085,ES,POINT (-4.212 40.8085)
1446,220.0,f,Substation,f,-0.3573,42.5174,ES,POINT (-0.3573 42.5174)
1447,220.0,f,Substation,f,-6.4736,38.7537,ES,POINT (-6.4736 38.7537)
1448,220.0,f,Substation,f,-7.0606,38.7384,ES,POINT (-7.0606 38.7384)
1449,220.0,f,Substation,f,-0.42,41.1749,ES,POINT (-0.42 41.1749)
1450,220.0,f,Substation,f,-6.745,39.8303,ES,POINT (-6.745 39.8303)
1451,400.0,f,Substation,f,-5.4067,39.9137,ES,POINT (-5.4067 39.9137)
1452,400.0,f,Substation,f,-6.5892,38.2379,ES,POINT (-6.5892 38.2379)
1453,220.0,f,Substation,f,-3.2992,39.3466,ES,POINT (-3.2992 39.3466)
1454,220.0,f,Substation,f,-2.5367,39.9498,ES,POINT (-2.5367 39.9498)
1455,400.0,f,Substation,f,-8.2533,42.7466,ES,POINT (-8.2533 42.7466)
1457,220.0,f,Substation,f,-4.7046,41.5293,ES,POINT (-4.7046 41.5293)
1459,400.0,f,Substation,f,-2.7452,43.246,ES,POINT (-2.7452 43.246)
1460,220.0,f,Substation,f,-5.0872,42.9318,ES,POINT (-5.0872 42.9318)
1461,220.0,f,Substation,f,-5.8068,43.2744,ES,POINT (-5.8068 43.2744)
1463,220.0,f,Substation,f,-3.4808,38.9956,ES,POINT (-3.4808 38.9956)
1464,220.0,f,Substation,f,-6.9236,42.4164,ES,POINT (-6.9236 42.4164)
1465,220.0,f,Substation,f,-2.0847,39.6389,ES,POINT (-2.0847 39.6389)
1466,400.0,f,Substation,f,-2.0837,39.6399,ES,POINT (-2.0837 39.6399)
1467,220.0,f,Substation,f,-6.3429,39.6044,ES,POINT (-6.3429 39.6044)
1468,400.0,f,Substation,f,-6.3419,39.6054,ES,POINT (-6.3419 39.6054)
1472,220.0,f,Substation,f,1.2132,42.4957,ES,POINT (1.2132 42.4957)
1473,220.0,f,Substation,f,1.8556,42.1744,ES,POINT (1.8556 42.1744)
1474,220.0,f,Substation,f,-0.1479,38.5963,ES,POINT (-0.1479 38.5963)
1475,220.0,f,Substation,f,-0.4197,39.1791,ES,POINT (-0.4197 39.1791)
1477,220.0,f,Substation,f,-6.3688,39.093,ES,POINT (-6.3688 39.093)
1478,400.0,f,Substation,f,-6.3678,39.094,ES,POINT (-6.3678 39.094)
1479,400.0,f,Substation,f,-3.8599,42.5924,ES,POINT (-3.8599 42.5924)
1480,220.0,f,Substation,f,-6.5506,39.4594,ES,POINT (-6.5506 39.4594)
1482,220.0,f,Substation,f,-6.3854,37.3427,ES,POINT (-6.3854 37.3427)
1484,220.0,f,Substation,f,-4.4884,41.9946,ES,POINT (-4.4884 41.9946)
1485,220.0,f,Substation,f,-6.0729,37.5664,ES,POINT (-6.0729 37.5664)
1486,400.0,f,Substation,f,25.0344,60.278,FI,POINT (25.0344 60.278)
1487,400.0,f,Substation,f,21.6301,61.1808,FI,POINT (21.6301 61.1808)
1488,400.0,f,Substation,f,25.3681,60.3773,FI,POINT (25.3681 60.3773)
1489,400.0,f,Substation,f,24.5495,60.2046,FI,POINT (24.5495 60.2046)
1490,400.0,f,Substation,f,23.9749,61.4795,FI,POINT (23.9749 61.4795)
1491,400.0,f,Substation,f,26.5954,60.8383,FI,POINT (26.5954 60.8383)
1492,400.0,f,Substation,f,25.8476,62.359,FI,POINT (25.8476 62.359)
1493,400.0,f,Substation,f,24.526,65.8883,FI,POINT (24.526 65.8883)
1494,400.0,f,Substation,f,26.3445,60.3712,FI,POINT (26.3445 60.3712)
1495,220.0,f,Substation,f,25.5418,66.4251,FI,POINT (25.5418 66.4251)
1496,400.0,f,Substation,f,23.0904,60.3415,FI,POINT (23.0904 60.3415)
1497,400.0,f,Substation,f,24.9492,60.7517,FI,POINT (24.9492 60.7517)
1498,400.0,f,Substation,f,28.0302,61.0187,FI,POINT (28.0302 61.0187)
1499,400.0,f,Substation,f,21.4626,61.2415,FI,POINT (21.4626 61.2415)
1500,400.0,f,Substation,f,22.0198,61.4767,FI,POINT (22.0198 61.4767)
1501,400.0,f,Substation,f,23.5752,60.8014,FI,POINT (23.5752 60.8014)
1502,400.0,f,Substation,f,22.7102,62.7865,FI,POINT (22.7102 62.7865)
1503,400.0,f,Substation,f,27.5211,63.1881,FI,POINT (27.5211 63.1881)
1504,400.0,f,Substation,f,24.1665,63.0325,FI,POINT (24.1665 63.0325)
1505,400.0,f,Substation,f,24.8752,63.9726,FI,POINT (24.8752 63.9726)
1506,400.0,f,Substation,f,26.9064,60.5989,FI,POINT (26.9064 60.5989)
1507,220.0,f,Substation,f,26.0482,64.8468,FI,POINT (26.0482 64.8468)
1508,400.0,f,Substation,f,26.0492,64.8478,FI,POINT (26.0492 64.8478)
1509,400.0,f,Substation,f,25.7399,64.9249,FI,POINT (25.7399 64.9249)
1510,400.0,f,Substation,f,21.8711,63.0557,FI,POINT (21.8711 63.0557)
1511,220.0,f,Substation,f,25.4515,64.1227,FI,POINT (25.4515 64.1227)
1512,400.0,f,Substation,f,25.4525,64.1237,FI,POINT (25.4525 64.1237)
1513,400.0,f,Substation,f,22.4996,60.5234,FI,POINT (22.4996 60.5234)
1514,400.0,f,Substation,f,24.9444,60.4939,FI,POINT (24.9444 60.4939)
1515,400.0,f,Substation,f,25.1438,62.2794,FI,POINT (25.1438 62.2794)
1516,220.0,f,Substation,f,24.7135,65.9294,FI,POINT (24.7135 65.9294)
1517,400.0,f,Substation,f,25.1286,61.8927,FI,POINT (25.1286 61.8927)
1518,400.0,f,Substation,f,27.2125,64.1054,FI,POINT (27.2125 64.1054)
1519,400.0,f,Substation,f,24.1632,65.7718,FI,POINT (24.1632 65.7718)
1520,400.0,f,Substation,f,24.2754,60.2741,FI,POINT (24.2754 60.2741)
1521,400.0,f,Substation,f,22.586,61.1511,FI,POINT (22.586 61.1511)
1522,220.0,f,Substation,f,25.345,66.2698,FI,POINT (25.345 66.2698)
1523,400.0,f,Substation,f,25.346,66.2708,FI,POINT (25.346 66.2708)
1524,220.0,f,Substation,f,24.9186,67.5279,FI,POINT (24.9186 67.5279)
1526,400.0,f,Substation,f,23.9101,60.022,FI,POINT (23.9101 60.022)
1527,400.0,f,Substation,f,27.3663,61.7279,FI,POINT (27.3663 61.7279)
1528,220.0,f,Substation,f,21.369,62.2776,FI,POINT (21.369 62.2776)
1529,400.0,f,Substation,f,21.37,62.2786,FI,POINT (21.37 62.2786)
1530,220.0,f,Substation,f,27.583,68.6555,FI,POINT (27.583 68.6555)
1531,220.0,f,Substation,f,27.1433,66.3395,FI,POINT (27.1433 66.3395)
1532,400.0,f,Substation,f,27.1443,66.3405,FI,POINT (27.1443 66.3405)
1533,220.0,f,Substation,f,25.1231,66.1549,FI,POINT (25.1231 66.1549)
1534,400.0,f,Substation,f,26.5585,65.8205,FI,POINT (26.5585 65.8205)
1535,220.0,f,Substation,f,26.6872,66.3696,FI,POINT (26.6872 66.3696)
1536,220.0,f,Substation,f,27.3199,67.225,FI,POINT (27.3199 67.225)
1537,220.0,f,Substation,f,26.8019,67.6954,FI,POINT (26.8019 67.6954)
1538,220.0,f,Substation,f,27.0891,69.9063,NO,POINT (27.0891 69.9063)
1539,400.0,f,Substation,f,21.434,61.6302,FI,POINT (21.434 61.6302)
1540,400.0,f,Substation,f,25.6944,65.2668,FI,POINT (25.6944 65.2668)
1541,400.0,f,Substation,f,24.233,64.2865,FI,POINT (24.233 64.2865)
1542,400.0,f,Substation,f,23.0824,63.8013,FI,POINT (23.0824 63.8013)
1543,220.0,f,Substation,f,25.7354,67.6256,FI,POINT (25.7354 67.6256)
1544,220.0,f,Substation,f,24.8927,66.1426,FI,POINT (24.8927 66.1426)
1545,400.0,f,Substation,f,27.6709,62.2121,FI,POINT (27.6709 62.2121)
1546,400.0,f,Substation,f,25.2954,63.8066,FI,POINT (25.2954 63.8066)
1548,400.0,f,Substation,f,21.6469,62.472,FI,POINT (21.6469 62.472)
1549,400.0,f,Substation,f,24.5621,64.4237,FI,POINT (24.5621 64.4237)
1550,225.0,f,Substation,f,1.5119,43.5524,FR,POINT (1.5119 43.5524)
1551,225.0,f,Substation,f,2.2212,48.7273,FR,POINT (2.2212 48.7273)
1552,225.0,f,Substation,f,3.8733,43.5988,FR,POINT (3.8733 43.5988)
1553,225.0,f,Substation,f,2.2561,47.1017,FR,POINT (2.2561 47.1017)
1554,400.0,f,Substation,f,2.2571,47.1027,FR,POINT (2.2571 47.1027)
1555,225.0,f,Substation,f,2.186,48.6799,FR,POINT (2.186 48.6799)
1556,400.0,f,Substation,f,2.187,48.6809,FR,POINT (2.187 48.6809)
1557,225.0,f,Substation,f,4.9735,45.6726,FR,POINT (4.9735 45.6726)
1558,400.0,f,Substation,f,4.9745,45.6736,FR,POINT (4.9745 45.6736)
1559,200.0,f,Substation,f,5.0998,45.6593,FR,POINT (5.0998 45.6593)
1560,225.0,f,Substation,f,5.1008,45.6603,FR,POINT (5.1008 45.6603)
1561,400.0,f,Substation,f,5.1018,45.6613,FR,POINT (5.1018 45.6613)
1562,225.0,f,Substation,f,5.0183,45.8478,FR,POINT (5.0183 45.8478)
1563,400.0,f,Substation,f,5.0193,45.8488,FR,POINT (5.0193 45.8488)
1564,225.0,f,Substation,f,4.0696,43.7043,FR,POINT (4.0696 43.7043)
1565,225.0,f,Substation,f,2.2932,48.5712,FR,POINT (2.2932 48.5712)
1566,400.0,f,Substation,f,2.2942,48.5722,FR,POINT (2.2942 48.5722)
1567,225.0,f,Substation,f,2.4316,48.5989,FR,POINT (2.4316 48.5989)
1568,225.0,f,Substation,f,2.5891,48.5164,FR,POINT (2.5891 48.5164)
1569,225.0,f,Substation,f,3.7182,43.6315,FR,POINT (3.7182 43.6315)
1570,400.0,f,Substation,f,3.7192,43.6325,FR,POINT (3.7192 43.6325)
1571,225.0,f,Substation,f,2.7642,48.5566,FR,POINT (2.7642 48.5566)
1572,225.0,f,Substation,f,5.3507,43.4058,FR,POINT (5.3507 43.4058)
1573,400.0,f,Substation,f,5.3517,43.4068,FR,POINT (5.3517 43.4068)
1574,225.0,f,Substation,f,2.6385,48.7785,FR,POINT (2.6385 48.7785)
1575,400.0,f,Substation,f,2.6395,48.7795,FR,POINT (2.6395 48.7795)
1576,225.0,f,Substation,f,-0.6672,44.8044,FR,POINT (-0.6672 44.8044)
1577,400.0,f,Substation,f,0.6982,47.4842,FR,POINT (0.6982 47.4842)
1578,225.0,f,Substation,f,5.1084,43.653,FR,POINT (5.1084 43.653)
1579,225.0,f,Substation,f,0.1838,47.9215,FR,POINT (0.1838 47.9215)
1580,225.0,f,Substation,f,2.3061,48.865,FR,POINT (2.3061 48.865)
1581,225.0,f,Substation,f,2.6581,48.5622,FR,POINT (2.6581 48.5622)
1582,225.0,f,Substation,f,2.6596,48.8776,FR,POINT (2.6596 48.8776)
1583,400.0,f,Substation,f,2.6606,48.8786,FR,POINT (2.6606 48.8786)
1584,400.0,f,Substation,f,0.968,49.0309,FR,POINT (0.968 49.0309)
1585,225.0,f,Substation,f,0.2513,48.0023,FR,POINT (0.2513 48.0023)
1586,225.0,f,Substation,f,2.1481,48.7922,FR,POINT (2.1481 48.7922)
1587,225.0,f,Substation,f,7.5614,47.9108,FR,POINT (7.5614 47.9108)
1588,400.0,f,Substation,f,7.5624,47.9118,FR,POINT (7.5624 47.9118)
1589,225.0,f,Substation,f,2.0586,48.791,FR,POINT (2.0586 48.791)
1590,225.0,f,Substation,f,7.7915,48.5304,FR,POINT (7.7915 48.5304)
1591,225.0,f,Substation,f,1.8004,47.8825,FR,POINT (1.8004 47.8825)
1592,400.0,f,Substation,f,1.8014,47.8835,FR,POINT (1.8014 47.8835)
1593,225.0,f,Substation,f,0.2179,49.4925,FR,POINT (0.2179 49.4925)
1594,400.0,f,Substation,f,0.2189,49.4935,FR,POINT (0.2189 49.4935)
1595,225.0,f,Substation,f,0.2751,49.5521,FR,POINT (0.2751 49.5521)
1596,200.0,f,Substation,f,3.1313,50.6528,FR,POINT (3.1313 50.6528)
1597,225.0,f,Substation,f,3.1323,50.6538,FR,POINT (3.1323 50.6538)
1598,225.0,f,Substation,f,2.3915,48.9058,FR,POINT (2.3915 48.9058)
1599,225.0,f,Substation,f,2.3035,48.9828,FR,POINT (2.3035 48.9828)
1600,225.0,f,Substation,f,2.7271,48.6884,FR,POINT (2.7271 48.6884)
1601,400.0,f,Substation,f,2.7281,48.6894,FR,POINT (2.7281 48.6894)
1602,225.0,f,Substation,f,2.2549,49.9355,FR,POINT (2.2549 49.9355)
1603,400.0,f,Substation,f,2.2559,49.9365,FR,POINT (2.2559 49.9365)
1604,225.0,f,Substation,f,2.8364,42.6872,FR,POINT (2.8364 42.6872)
1605,225.0,f,Substation,f,2.9233,42.686,FR,POINT (2.9233 42.686)
1606,225.0,f,Substation,f,-1.1165,46.1848,FR,POINT (-1.1165 46.1848)
1607,225.0,f,Substation,f,6.2127,49.1531,FR,POINT (6.2127 49.1531)
1608,225.0,f,Substation,f,6.6634,47.3683,FR,POINT (6.6634 47.3683)
1609,400.0,f,Substation,f,6.6644,47.3693,FR,POINT (6.6644 47.3693)
1610,225.0,f,Substation,f,-1.6477,47.1853,FR,POINT (-1.6477 47.1853)
1611,225.0,f,Substation,f,6.3575,46.9117,FR,POINT (6.3575 46.9117)
1612,225.0,f,Substation,f,5.7541,45.154,FR,POINT (5.7541 45.154)
1613,225.0,f,Substation,f,7.6969,48.5481,FR,POINT (7.6969 48.5481)
1614,225.0,f,Substation,f,2.0999,49.033,FR,POINT (2.0999 49.033)
1615,400.0,f,Substation,f,2.1009,49.034,FR,POINT (2.1009 49.034)
1616,400.0,f,Substation,f,2.8717,47.5082,FR,POINT (2.8717 47.5082)
1617,225.0,f,Substation,f,4.3586,43.8187,FR,POINT (4.3586 43.8187)
1618,225.0,f,Substation,f,3.1204,45.7712,FR,POINT (3.1204 45.7712)
1619,225.0,f,Substation,f,7.5198,47.7974,FR,POINT (7.5198 47.7974)
1620,400.0,f,Substation,f,7.5208,47.7984,FR,POINT (7.5208 47.7984)
1621,225.0,f,Substation,f,2.4016,48.7776,FR,POINT (2.4016 48.7776)
1622,400.0,f,Substation,f,0.7681,47.3517,FR,POINT (0.7681 47.3517)
1623,225.0,f,Substation,f,6.3671,45.2808,FR,POINT (6.3671 45.2808)
1624,225.0,f,Substation,f,4.6128,46.5841,FR,POINT (4.6128 46.5841)
1625,225.0,f,Substation,f,7.4931,47.6509,FR,POINT (7.4931 47.6509)
1626,380.0,f,Substation,f,7.4941,47.6519,FR,POINT (7.4941 47.6519)
1627,400.0,f,Substation,f,7.4951,47.6529,FR,POINT (7.4951 47.6529)
1628,225.0,f,Substation,f,1.2703,43.8134,FR,POINT (1.2703 43.8134)
1629,400.0,f,Substation,f,1.2713,43.8144,FR,POINT (1.2713 43.8144)
1630,225.0,f,Substation,f,5.9128,45.5912,FR,POINT (5.9128 45.5912)
1631,225.0,f,Substation,f,6.4355,45.6404,FR,POINT (6.4355 45.6404)
1632,400.0,f,Substation,f,6.4365,45.6414,FR,POINT (6.4365 45.6414)
1633,225.0,f,Substation,f,-0.9101,47.0677,FR,POINT (-0.9101 47.0677)
1634,225.0,f,Substation,f,-0.4754,46.3051,FR,POINT (-0.4754 46.3051)
1635,225.0,f,Substation,f,4.8623,45.742,FR,POINT (4.8623 45.742)
1636,225.0,f,Substation,f,2.5088,48.8876,FR,POINT (2.5088 48.8876)
1637,225.0,f,Substation,f,1.7859,50.9086,FR,POINT (1.7859 50.9086)
1638,400.0,f,Substation,f,1.7869,50.9096,FR,POINT (1.7869 50.9096)
1639,225.0,f,Substation,f,6.9405,43.6553,FR,POINT (6.9405 43.6553)
1640,200.0,f,Substation,f,2.8696,50.4774,FR,POINT (2.8696 50.4774)
1641,225.0,f,Substation,f,2.8706,50.4784,FR,POINT (2.8706 50.4784)
1642,225.0,f,Substation,f,5.7062,45.1008,FR,POINT (5.7062 45.1008)
1643,400.0,f,Substation,f,5.7072,45.1018,FR,POINT (5.7072 45.1018)
1644,225.0,f,Substation,f,2.6127,46.3203,FR,POINT (2.6127 46.3203)
1645,225.0,f,Substation,f,3.1955,45.8092,FR,POINT (3.1955 45.8092)
1646,225.0,f,Substation,f,3.2702,45.8137,FR,POINT (3.2702 45.8137)
1647,400.0,f,Substation,f,3.2712,45.8147,FR,POINT (3.2712 45.8147)
1648,225.0,f,Substation,f,3.2961,46.2733,FR,POINT (3.2961 46.2733)
1649,400.0,f,Substation,f,3.2971,46.2743,FR,POINT (3.2971 46.2743)
1650,225.0,f,Substation,f,3.261,45.5549,FR,POINT (3.261 45.5549)
1651,225.0,f,Substation,f,2.8217,46.3063,FR,POINT (2.8217 46.3063)
1652,200.0,f,Substation,f,5.3598,46.263,FR,POINT (5.3598 46.263)
1653,225.0,f,Substation,f,5.3608,46.264,FR,POINT (5.3608 46.264)
1654,225.0,f,Substation,f,2.4898,50.6215,FR,POINT (2.4898 50.6215)
1655,225.0,f,Substation,f,2.2283,44.5437,FR,POINT (2.2283 44.5437)
1656,225.0,f,Substation,f,2.8606,48.3836,FR,POINT (2.8606 48.3836)
1657,400.0,f,Substation,f,2.8616,48.3846,FR,POINT (2.8616 48.3846)
1658,225.0,f,Substation,f,-0.5711,44.8773,FR,POINT (-0.5711 44.8773)
1659,225.0,f,Substation,f,2.8111,44.0445,FR,POINT (2.8111 44.0445)
1660,400.0,f,Substation,f,2.8121,44.0455,FR,POINT (2.8121 44.0455)
1661,225.0,f,Substation,f,3.7418,47.886,FR,POINT (3.7418 47.886)
1662,400.0,f,Substation,f,3.7428,47.887,FR,POINT (3.7428 47.887)
1663,220.0,f,Substation,f,7.5776,48.0209,FR,POINT (7.5776 48.0209)
1664,225.0,f,Substation,f,7.5786,48.0219,FR,POINT (7.5786 48.0219)
1665,380.0,f,Substation,f,7.5796,48.0229,FR,POINT (7.5796 48.0229)
1666,400.0,f,Substation,f,7.5806,48.0239,FR,POINT (7.5806 48.0239)
1667,225.0,f,Substation,f,6.2771,49.1967,FR,POINT (6.2771 49.1967)
1668,400.0,f,Substation,f,6.2781,49.1977,FR,POINT (6.2781 49.1977)
1669,225.0,f,Substation,f,6.103,48.8615,FR,POINT (6.103 48.8615)
1670,400.0,f,Substation,f,6.104,48.8625,FR,POINT (6.104 48.8625)
1671,225.0,f,Substation,f,6.3291,48.3568,FR,POINT (6.3291 48.3568)
1672,400.0,f,Substation,f,6.3301,48.3578,FR,POINT (6.3301 48.3578)
